1	0.000004
100	0.000022
200	0.000048
400	0.000144
600	0.000189
800	0.000254
1000	0.000335
5000	0.002390
10000	0.005633
15000	0.010903
20000	0.015356
25000	0.023451
30000	0.033750
40000	0.043521
50000	0.057527
100000	0.124826
200000	0.292951
300000	0.490067
500000	0.863034
1000000	1.971014
2000000	4.587246
