1	0.000024
100	0.000213
200	0.000353
400	0.000721
600	0.001018
800	0.001389
1000	0.001689
5000	0.011301
10000	0.021289
15000	0.032652
20000	0.045483
25000	0.056114
30000	0.065536
40000	0.089884
50000	0.109705
100000	0.222924
200000	0.452024
300000	0.681795
500000	1.126496
1000000	2.322539
2000000	4.745404
