1	0.000013
100	0.000671
200	0.001297
400	0.002860
600	0.004443
800	0.005916
1000	0.007885
5000	0.044832
10000	0.097366
15000	0.152782
20000	0.212167
25000	0.275616
30000	0.344688
40000	0.475761
50000	0.585204
100000	1.222421
200000	2.659175
300000	4.128098
500000	7.161415
1000000	15.281192
2000000	32.682795
