1	0.000006
100	0.000033
200	0.000071
400	0.000158
600	0.000253
800	0.000354
1000	0.000515
5000	0.003704
10000	0.008930
15000	0.012613
20000	0.017607
25000	0.024281
30000	0.031112
40000	0.046971
50000	0.059144
100000	0.127831
200000	0.286880
300000	0.491236
500000	0.889442
1000000	2.031517
2000000	4.614716
